release time,life loan,ITEM_AMOUNT
2015-05-22,360,35616
2015-05-22,360,35400
2015-05-22,360,34788
2015-05-21,360,35400
2015-05-21,360,35400
2015-05-21,360,35400
2015-05-21,360,35400
2015-05-15,360,35616
2015-05-18,360,47488
2015-05-20,360,35400
2015-05-20,360,35400
2015-05-15,360,35400
2015-05-13,360,35616
2015-05-18,360,35616
2015-05-18,360,47488
2015-05-14,360,35400
2015-05-17,360,35616
2015-05-15,360,35616
2015-05-14,360,45520
2015-05-15,360,35616
2015-05-13,360,35400
2015-05-13,360,35400
2015-05-13,360,35400
2015-05-11,360,35400
2015-05-12,360,35616
2015-05-12,360,35400
2015-05-12,360,35400
2015-05-11,360,35400
2015-05-11,360,35616
2015-05-12,360,35400
2015-05-11,360,35616
2015-05-11,360,35400
2015-05-08,360,35400
2015-05-11,360,35616
2015-05-10,360,35400
2015-05-09,360,35616
2015-05-08,360,35400
2015-05-07,360,35400
2015-05-06,360,35400
2015-05-06,360,35616
2015-05-06,360,47488
2015-05-06,360,47488
2015-05-05,360,35400
2015-05-05,360,35760
2015-05-04,360,35400
2015-05-04,360,35616
2015-05-04,360,35400
2015-05-03,360,35400
2015-04-29,360,35616
2015-05-01,360,35400
2015-04-30,360,35400
2015-04-29,360,35616
2015-04-26,360,35616
2015-04-28,360,35616
2015-04-27,360,35616
2015-04-27,360,35400
2015-04-20,360,35400
2015-04-25,360,35400
2015-04-25,360,35616
2015-04-23,360,94976
2015-04-17,360,35616
2015-04-22,360,35616
2015-04-12,360,35616
2015-04-14,360,35400
2015-04-12,360,35400
2015-04-08,360,47488
2015-04-09,360,35616
2015-04-09,360,35616
2015-04-05,360,35400
2015-04-08,360,35616
2015-04-07,360,35616
2015-04-05,360,35400
2015-04-01,360,36840
2015-04-04,360,35400
2015-03-30,360,61400
2015-03-31,360,35400
2015-03-29,360,23840
2015-03-29,360,36840
2015-03-29,360,49120
2015-03-27,360,34788
2015-03-27,360,49120
2015-03-27,360,35400
2015-03-26,360,35400
2015-03-26,360,61400
2015-03-26,360,36840
2015-03-26,360,61400
2015-03-26,360,36840
2015-03-25,360,36840
2015-03-25,360,35400
2015-03-25,360,36840
2015-03-25,360,35400
2015-03-25,360,49120
2015-03-25,360,49120
2015-03-25,360,46384
2015-03-25,360,35400
2015-03-25,360,35400
2015-03-24,360,34788
2015-03-24,360,35400
2015-03-23,360,36840
2015-03-19,360,61400
2015-03-17,360,36840
2015-03-16,360,35400
2015-03-14,360,36840
2015-03-11,360,61400
2015-03-10,360,36840
2015-03-09,360,36840
2015-03-07,360,61400
2015-03-07,360,36840
2015-03-06,360,36840
2015-03-07,360,35400
2015-03-04,360,35400
2015-03-04,360,35400
2015-03-01,360,35400
2015-03-02,360,61400
2015-02-28,360,35400
2015-02-27,360,36840
2015-02-25,360,36840
2015-02-25,360,36840
2015-02-24,360,36840
2015-02-16,360,35400
2015-02-12,360,35400
2015-02-14,360,34788
2015-02-12,360,34788
2015-02-05,360,34788
2015-02-11,360,36840
2015-01-28,360,49120
2015-01-27,360,36840
2015-02-02,360,35400
2015-02-03,360,35400
2015-01-28,360,35400
2015-01-27,360,36840
2015-01-23,360,35400
2015-01-21,360,36840
2015-01-23,360,36840
2015-01-20,360,36840
2015-01-18,360,35400
2015-01-17,360,34788
2015-01-17,360,35400
2015-01-13,360,34788
2015-01-14,360,35400
2015-01-11,360,35400
2015-01-13,360,34788
2015-01-11,360,34788
2015-01-12,360,35400
2015-01-11,360,35400
2015-01-05,360,36840
2015-01-07,360,36840
2015-01-09,360,35400
2015-01-06,360,36840
2015-01-01,360,49120
2014-12-30,360,34788
2015-01-05,360,36840
2014-12-31,360,35400
2014-12-30,360,35400
2014-12-30,360,49120
2014-12-30,360,49120
2014-12-30,360,36840
2014-12-29,360,36840
2014-12-27,360,35400
2014-12-26,360,35400
2014-12-23,360,36840
2014-12-19,360,35400
2014-12-16,360,35400
2014-12-20,360,36840
2014-12-16,360,35400
2014-12-15,360,36840
2014-12-15,360,36840
2014-12-15,360,34788
2014-12-15,360,35400
2014-12-12,360,35400
2014-12-15,360,35400
2014-12-15,360,36840
2014-12-15,360,36840
2014-12-15,360,36840
2014-12-15,360,35400
2014-12-10,360,49120
2014-12-12,360,34788
2014-12-12,360,35400
2014-12-11,360,35400
2014-12-09,360,35400
2014-12-09,360,34788
2014-12-09,360,35400
2014-12-09,360,35400
2014-12-09,360,35400
2014-12-08,360,35400
2014-12-05,360,35400
2014-12-07,360,36840
2014-12-03,360,36840
2014-12-03,360,36840
2014-12-01,360,35400
2014-12-01,360,36840
2014-12-01,360,36840
2014-11-27,360,35400
2014-11-29,360,36840
2014-11-27,360,34788
2014-11-25,360,36840
2014-11-24,360,35400
2014-11-22,360,35400
2014-11-22,360,36840
2014-11-21,360,36840
2014-11-19,360,35400
2014-11-19,360,36840
2014-11-17,360,36840
2014-11-16,360,35400
2014-11-14,360,35400
2014-11-14,360,34788
2014-11-14,360,36840
2014-11-12,360,36840
2014-11-13,360,35400
2014-11-11,360,35400
2014-11-12,360,36840
2014-11-10,360,36840
2014-11-10,360,36840
2014-11-10,360,35400
2014-11-07,360,35400
2014-11-06,360,36840
2014-11-06,360,35400
2014-11-06,360,35400
2014-11-04,360,36840
2014-11-03,360,34788
2014-11-03,360,34788
2014-11-02,360,35400
2014-11-01,360,35400
2014-10-29,360,34788
2014-10-30,360,35400
2014-10-28,360,36840
2014-10-27,360,36840
2014-10-26,360,33564
2014-10-23,360,35400
2014-10-21,360,35400
2014-10-19,360,36840
2014-10-20,360,34788
2014-10-19,360,36840
2014-10-17,360,35400
2014-10-14,360,36840
2014-10-09,360,34788
2014-10-12,360,35400
2014-10-10,360,34788
2014-10-08,360,36840
2014-10-07,360,36840
2014-10-07,360,35400
2014-10-07,360,36840
2014-10-07,360,35760
2014-10-05,360,36840
2014-10-03,360,35400
2014-10-03,360,36840
2014-10-01,360,35400
2014-09-30,360,36840
2014-09-29,360,61400
2014-09-29,360,36840
2014-09-28,360,35400
2014-09-26,360,35400
2014-09-26,360,36840
2014-09-24,360,36840
2014-09-26,360,35400
2014-09-25,360,35400
2014-09-22,360,23192
2014-09-20,360,49120
2014-09-19,360,35400
2014-09-19,360,36840
2014-09-19,360,23600
2014-09-19,360,36840
2014-09-16,360,49120
2014-09-17,360,23600
2014-09-17,360,35400
2014-09-15,360,36840
2014-09-14,360,36840
2014-09-13,360,36840
2014-09-13,360,23600
2014-09-08,360,36840
2014-09-08,360,35400
2014-09-08,360,36120
2014-09-05,360,35400
2014-09-05,360,23600
2014-09-05,360,23600
2014-09-04,360,49120
2014-09-04,360,36840
2014-09-04,360,49120
2014-09-04,360,23600
2014-09-04,360,23600
2014-09-04,360,49120
2014-09-04,360,36840
2014-09-04,360,35400
2014-09-03,360,36120
2014-09-03,360,36840
2014-09-03,360,36840
2014-09-03,360,35400
2014-09-03,360,24080
2014-09-03,360,36840
2014-09-02,360,36840
2014-09-02,360,49120
2014-09-02,360,49120
2014-09-01,360,36840
2014-09-01,360,35400
2014-09-01,360,23600
2014-09-01,360,36840
2014-09-01,360,23600
2014-09-01,360,36840
2014-09-01,360,36840
2014-08-30,360,49120
2014-08-30,360,36840
2014-08-30,360,49120
2014-08-30,360,36840
2014-08-29,360,49120
2014-08-29,360,36840
2014-08-29,360,23600
2014-08-29,360,36840
2014-08-29,360,49120
2014-08-29,360,24080
2014-08-29,360,35400
2014-08-29,360,36840
2014-08-29,360,36840
2014-08-28,360,35400
2014-08-28,360,36840
2014-08-28,360,36840
2014-08-28,360,36840
2014-08-28,360,36840
2014-08-26,360,36840
2014-08-28,360,36840
2014-08-25,360,36840
2014-08-26,360,36840
2014-08-26,360,36840
2014-08-25,360,23600
2014-08-25,360,36840
2014-08-24,360,49120
2014-08-22,360,49120
2014-08-24,360,35400
2014-08-22,360,49120
2014-08-22,360,35400
2014-08-22,360,35400
2014-08-22,360,35400
2014-08-22,360,36840
2014-08-22,360,49120
2014-08-22,360,35400
2014-08-22,360,23600
2014-08-22,360,23600
2014-08-22,360,23600
2014-08-22,360,36840
2014-08-22,360,23600
2014-08-22,360,35400
2014-08-22,360,23600
2014-08-22,360,24080
2014-08-21,360,36840
2014-08-22,360,23600
2014-08-21,360,36840
2014-08-21,360,36840
2014-08-20,360,36840
2014-08-20,360,36840
2014-08-19,360,49120
2014-08-20,360,36840
2014-08-12,540,25400
2014-08-07,540,24680
2014-06-04,540,104480
2013-11-14,720,30000
2013-11-14,720,20000
2013-06-18,360,40000
2013-11-22,30,163400
2015-07-20,30,34600
2015-06-17,420,42000
2015-06-01,420,196000
2015-05-29,30,330000
2015-05-28,30,60000
2015-05-27,30,30000
2015-05-27,30,82000
2015-05-27,30,37800
2015-05-26,30,42000
2015-05-26,30,46800
2015-05-26,30,65000
2015-05-24,30,41600
2015-05-22,30,100000
2015-05-22,30,30000
2015-05-20,30,235000
2015-05-18,30,400000
2015-05-13,30,52000
2015-05-12,30,30000
2015-05-11,30,60000
2015-05-08,30,390000
2015-05-05,420,346500
2015-04-30,30,819000
2015-04-21,30,43000
2015-04-17,30,34000
2015-04-10,30,235000
2015-04-07,30,52000
2015-03-31,30,30000
2015-03-31,30,60000
2015-03-30,30,225000
2015-03-27,30,360000
2015-03-26,30,390000
2015-03-25,30,105300
2015-03-23,30,40000
2015-03-18,30,845000
2015-03-18,30,100000
2015-03-17,30,43000
2015-03-16,30,60000
2015-03-16,30,34000
2015-03-13,30,105000
2015-03-13,30,31000
2015-03-13,30,43000
2015-03-09,30,400000
2015-03-06,30,66000
2015-03-02,30,371700
2015-03-02,30,45000
2015-02-26,30,400000
2015-02-26,30,30000
2015-02-26,30,44000
2015-02-25,30,32000
2015-02-19,30,855000
2015-02-19,30,105300
2015-02-16,30,54000
2015-02-15,30,108000
2015-02-14,30,31000
2015-02-14,30,60000
2015-02-14,30,40000
2015-02-12,30,540000
2015-02-12,30,44000
2015-02-12,30,45000
2015-02-10,30,400000
2015-02-05,30,68000
2015-01-31,30,370000
2015-01-29,30,308000
2015-01-28,30,180000
2015-01-27,30,300000
2015-01-27,30,371700
2015-01-26,30,54000
2015-01-25,30,45000
2015-01-24,30,411000
2015-01-23,30,30000
2015-01-22,30,31000
2015-01-19,30,108000
2015-01-19,30,40000
2015-01-18,30,100000
2015-01-17,30,125000
2015-01-15,30,372000
2015-01-14,30,111000
2015-01-14,30,62000
2015-01-14,30,44000
2015-01-13,30,46000
2015-01-13,30,45000
2015-01-11,30,100000
2015-01-10,30,70000
2015-01-07,30,400000
2015-01-03,30,373000
2015-01-02,30,78000
2015-01-01,30,185000
2015-01-01,30,30000
2014-12-31,30,54000
2014-12-30,30,313000
2014-12-30,420,71100
2014-12-30,30,45000
2014-12-27,30,371700
2014-12-26,30,416000
2014-12-26,30,33000
2014-12-25,30,45000
2014-12-25,30,300000
2014-12-25,30,32000
2014-12-24,30,92000
2014-12-24,30,30000
2014-12-20,30,125000
2014-12-20,30,40000
2014-12-20,30,72000
2014-12-18,30,111000
2014-12-17,30,108000
2014-12-17,30,46000
2014-12-17,30,46000
2014-12-17,30,62000
2014-12-16,30,372000
2014-12-14,30,45000
2014-12-14,30,79200
2014-12-12,30,100000
2014-12-12,30,139000
2014-12-11,420,72000
2014-12-08,30,400000
2014-12-05,30,70000
2014-12-05,30,30000
2014-12-05,30,67000
2014-12-02,30,195000
2014-12-02,30,190000
2014-12-02,30,48200
2014-11-29,30,323000
2014-11-30,30,78000
2014-11-28,30,385000
2014-11-27,30,300000
2014-11-27,30,45000
2014-11-27,420,72000
2014-11-26,30,376200
2014-11-25,30,416000
2014-11-25,30,47000
2014-11-25,30,33000
2014-11-24,30,100000
2014-11-24,30,47000
2014-11-22,30,95000
2014-11-22,30,34000
2014-11-22,30,30000
2014-11-19,30,40000
2014-11-18,30,72000
2014-11-18,30,138000
2014-11-14,30,392000
2014-11-14,30,128000
2014-11-14,30,64000
2014-11-13,30,46000
2014-11-12,30,46000
2014-11-12,420,72000
2014-11-11,30,100000
2014-11-11,30,100000
2014-11-11,30,144000
2014-11-11,30,47000
2014-11-10,30,102000
2014-11-07,30,400000
2014-11-07,30,76000
2014-11-07,30,56000
2014-11-04,30,77000
2014-11-04,30,30000
2014-11-03,30,43000
2014-11-01,30,70000
2014-10-31,30,82000
2014-10-31,30,190000
2014-10-31,30,48200
2014-10-30,30,200000
2014-10-29,30,385000
2014-10-28,30,325000
2014-10-27,30,108900
2014-10-27,30,34000
2014-10-26,30,30000
2014-10-24,30,376200
2014-10-24,30,30000
2014-10-24,30,300000
2014-10-23,30,34000
2014-10-23,30,50000
2014-10-22,30,37000
2014-10-22,30,95000
2014-10-18,30,40000
2014-10-18,30,74000
2014-10-17,30,74400
2014-10-16,30,397000
2014-10-16,30,128000
2014-10-16,30,138000
2014-10-15,30,49000
2014-10-12,30,144000
2014-10-11,30,445000
2014-10-11,30,68000
2014-10-11,30,100000
2014-10-11,30,47000
2014-10-10,30,48000
2014-10-09,30,400000
2014-10-09,30,56000
2014-10-08,30,77000
2014-10-08,30,43000
2014-10-08,30,30000
2014-10-07,30,76000
2014-10-02,30,70000
2014-10-01,30,87000
2014-09-30,30,62000
2014-09-30,30,200000
2014-09-29,30,48200
2014-09-28,30,390000
2014-09-28,30,331000
2014-09-26,30,105000
2014-09-25,30,36000
2014-09-25,30,109800
2014-09-24,30,34000
2014-09-24,30,30000
2014-09-24,30,50000
2014-09-24,30,30000
2014-09-23,30,300000
2014-09-23,30,30000
2014-09-23,30,97000
2014-09-22,30,194000
2014-09-22,30,74000
2014-09-19,30,40000
2014-09-18,30,74000
2014-09-17,30,74400
2014-09-17,30,41000
2014-09-16,30,397000
2014-09-15,30,141000
2014-09-15,30,49000
2014-09-12,30,100000
2014-09-12,30,68000
2014-09-12,30,144000
2014-09-11,30,452000
2014-09-11,30,47000
2014-09-10,30,56000
2014-09-10,30,56000
2014-09-10,30,50000
2014-09-09,30,420000
2014-09-05,30,80000
2014-09-05,30,76000
2014-09-03,30,87000
2014-09-03,30,71000
2014-09-02,30,63000
2014-09-02,30,43000
2014-09-01,30,30000
2014-09-01,30,205000
2014-08-29,30,400000
2014-08-29,30,50200
2014-08-29,30,336000
2014-08-29,420,100000
2014-08-28,30,105000
2014-08-25,30,30000
2014-08-25,30,194000
2014-08-25,30,50000
2014-08-25,30,30000
2014-08-22,30,30000
2014-08-21,30,75000
2014-08-21,30,76000
2014-08-21,30,40000
2014-08-19,360,35400
2014-08-19,360,49120
2014-08-19,360,23600
2014-08-19,360,35400
2014-08-18,360,35400
2014-08-18,360,36840
2014-08-18,360,36840
2014-08-18,360,23600
2014-08-18,360,36840
2014-08-18,30,41000
2014-08-18,30,74400
2014-08-18,360,49120
2014-08-18,30,397000
2014-08-18,30,141000
2014-08-18,360,23600
2014-08-17,360,35400
2014-08-16,360,36840
2014-08-16,360,23600
2014-08-16,360,35400
2014-08-16,360,23600
2014-08-16,360,35400
2014-08-15,360,36840
2014-08-16,360,23600
2014-08-15,360,23600
2014-08-15,360,24080
2014-08-14,360,36840
2014-08-14,360,35400
2014-08-14,30,49000
2014-08-14,360,35400
2014-08-12,360,36840
2014-08-12,360,35400
2014-08-13,30,401070
2014-08-12,360,23600
2014-08-13,30,68000
2014-08-12,360,49120
2014-08-12,30,47000
2014-08-12,360,36840
2014-08-11,360,35400
2014-08-12,30,457000
2014-08-11,360,23600
2014-08-11,360,23600
2014-08-09,360,35400
2014-08-11,30,135000
2014-08-09,360,49120
2014-08-09,360,36840
2014-08-08,360,35400
2014-08-08,360,49120
2014-08-07,360,35400
2014-08-08,360,23600
2014-08-08,30,56000
2014-08-08,30,50000
2014-08-08,30,76000
2014-08-07,360,23600
2014-08-06,360,23600
2014-08-06,360,23600
2014-08-06,360,23600
2014-08-06,360,36840
2014-08-06,360,23600
2014-08-06,360,23600
2014-08-06,30,80000
2014-08-05,360,23600
2014-08-05,360,24080
2014-08-04,360,23600
2014-08-04,360,24080
2014-08-05,30,71000
2014-08-03,360,35400
2014-08-04,30,87000
2014-08-04,30,45000
2014-08-04,30,68000
2014-08-04,30,205000
2014-08-02,360,35400
2014-08-03,360,23600
2014-08-03,360,23600
2014-08-02,360,35400
2014-08-01,180,86480
2014-08-02,360,23600
2014-08-02,360,49120
2014-08-02,360,23600
2014-08-02,360,23600
2014-08-02,360,23600
2014-08-02,360,23600
2014-08-02,360,35400
2014-08-02,360,23600
2014-08-02,360,36840
2014-08-02,360,23600
2014-08-01,360,23600
2014-08-01,360,23600
2014-08-01,360,36840
2014-08-01,30,30000
2014-07-31,360,35400
2014-07-30,360,35400
2014-07-31,30,50200
2014-07-30,360,36840
2014-07-30,30,294000
2014-07-30,30,400000
2014-07-30,360,23600
2014-07-29,360,23600
2014-07-29,360,36840
2014-07-28,360,49120
2014-07-29,360,36840
2014-07-29,360,23600
2014-07-28,360,36840
2014-07-29,30,105000
2014-07-28,360,36840
2014-07-28,360,23600
2014-07-27,360,36840
2014-07-26,360,49120
2014-07-26,360,23600
2014-07-26,360,23600
2014-07-25,360,36840
2014-07-25,360,23600
2014-07-24,360,36840
2014-07-24,360,23600
2014-07-25,30,31000
2014-07-25,30,30000
2014-07-24,360,36840
2014-07-24,30,30000
2014-07-23,360,35400
2014-07-23,360,35400
2014-07-23,360,35400
2014-07-23,360,23600
2014-07-22,360,36840
2014-07-22,360,36840
2014-07-22,360,36840
2014-07-22,360,36840
2014-07-22,30,77000
2014-07-21,360,36840
2014-07-21,360,36840
2014-07-21,30,51000
2014-07-21,30,40000
2014-07-20,360,49120
2014-07-20,360,36840
2014-07-20,360,23600
2014-07-20,360,35400
2014-07-20,360,23600
2014-07-19,360,23600
2014-07-18,360,23600
2014-07-18,360,36840
2014-07-18,360,35400
2014-07-18,30,41000
2014-07-18,30,141000
2014-07-18,30,75900
2014-07-17,360,36840
2014-07-17,360,36840
2014-07-17,360,36840
2014-07-17,360,35400
2014-07-17,360,35400
2014-07-17,360,36840
2014-07-16,360,35400
2014-07-16,360,23600
2014-07-16,30,36500
2014-07-15,360,35400
2014-07-16,30,460000
2014-07-16,30,51000
2014-07-15,360,23600
2014-07-14,360,36840
2014-07-14,360,23600
2014-07-14,30,147000
2014-07-14,30,69000
2014-07-14,30,406070
2014-07-13,360,36840
2014-07-13,360,35400
2014-07-13,360,23600
2014-07-13,360,23600
2014-07-13,360,35400
2014-07-12,360,36840
2014-07-12,360,23600
2014-07-11,360,49120
2014-07-12,30,58000
2014-07-11,30,52000
2014-07-11,30,47000
2014-07-11,360,23600
2014-07-11,360,36840
2014-07-10,360,36840
2014-07-10,360,35400
2014-07-10,30,135000
2014-07-10,360,36840
2014-07-10,360,49120
2014-07-10,360,23600
2014-07-10,30,56000
2014-07-09,360,35400
2014-07-09,360,23600
2014-07-08,360,36840
2014-07-09,30,76000
2014-07-08,360,24080
2014-07-08,360,35400
2014-07-07,360,24080
2014-07-06,360,49120
2014-07-07,360,36840
2014-07-07,360,35400
2014-07-06,360,49120
2014-07-06,360,36840
2014-07-05,360,49120
2014-07-04,360,35400
2014-07-04,360,23600
2014-07-04,30,90000
2014-07-04,30,71000
2014-07-04,30,71000
2014-07-04,420,45000
2014-07-03,360,35400
2014-07-03,360,23600
2014-07-03,30,45000
2014-07-03,360,36840
2014-07-02,360,36840
2014-07-03,30,210000
2014-07-01,360,23600
2014-07-02,30,52200
2014-07-01,360,36120
2014-07-01,360,35400
2014-07-01,360,35400
2014-07-01,420,245000
2014-06-30,30,400000
2014-06-30,30,294000
2014-06-30,360,23600
2014-06-30,360,49120
2014-06-30,360,49120
2014-06-30,360,35400
2014-06-30,360,36840
2014-06-30,360,69720
2014-06-30,360,36840
2014-06-30,360,61400
2014-06-27,180,108100
2014-06-29,360,36840
2014-06-29,360,23600
2014-06-28,360,36840
2014-06-28,360,36840
2014-06-27,360,23600
2014-06-28,360,36840
2014-06-27,360,116200
2014-06-26,360,35400
2014-06-26,360,23600
2014-06-25,360,139440
2014-06-25,360,36840
2014-06-26,360,36840
2014-06-26,30,30000
2014-06-25,30,33000
2014-06-25,30,30000
2014-06-25,360,36840
2014-06-23,360,36840
2014-06-25,360,116200
2014-06-24,360,122800
2014-06-24,30,475000
2014-06-24,30,51000
2014-06-24,30,550000
2014-06-23,360,36120
2014-06-23,180,21800
2014-06-23,360,69720
2014-06-23,360,61400
2014-06-23,360,35400
2014-06-23,360,36840
2014-06-23,30,194000
2014-06-23,30,79000
2014-06-21,360,49120
2014-06-21,360,23600
2014-06-20,360,23600
2014-06-21,360,36840
2014-06-21,360,36840
2014-06-20,360,23600
2014-06-20,360,23600
2014-06-19,360,23600
2014-06-20,30,77400
2014-06-20,30,43000
2014-06-20,30,40000
2014-06-19,360,49120
2014-06-19,30,50000
2014-06-19,30,34000
2014-06-19,360,92960
2014-06-18,360,23600
2014-06-18,360,23600
2014-06-18,360,36840
2014-06-18,360,23600
2014-06-18,30,175000
2014-06-18,30,141000
2014-06-18,30,37000
2014-06-18,30,411070
2014-06-18,360,35400
2014-06-18,30,51000
2014-06-18,30,69000
2014-06-17,360,23600
2014-06-17,360,116200
2014-06-17,360,36840
2014-06-17,360,58100
2014-06-17,360,36840
2014-06-17,30,47000
2014-06-17,30,105000
2014-06-16,360,49120
2014-06-16,360,69720
2014-06-16,30,63000
2014-06-16,30,147000
2014-06-16,360,81340
2014-06-16,360,49120
2014-06-16,360,35400
2014-06-16,30,56000
2014-06-16,30,52000
2014-06-16,30,285000
2014-06-13,360,58100
2014-06-13,360,61400
2014-06-12,360,23600
2014-06-13,360,35400
2014-06-13,360,81340
2014-06-12,360,69720
2014-06-12,360,35400
2014-06-12,360,36840
2014-06-12,360,35400
2014-06-12,360,36840
2014-06-12,360,36840
2014-06-11,360,23600
2014-06-11,360,36840
2014-06-11,360,35400
2014-06-09,360,35400
2014-06-10,360,35400
2014-06-10,30,76000
2014-06-09,360,36840
2014-06-09,360,49120
2014-06-09,360,162680
2014-06-09,360,35400
2014-06-09,360,35400
2014-06-08,360,49120
2014-06-07,360,49120
2014-06-06,360,36840
2014-06-06,360,49120
2014-06-05,360,49120
2014-06-06,360,36840
2014-06-06,30,96000
2014-06-05,360,49120
2014-06-05,30,73000
2014-06-04,360,49120
2014-06-03,360,35400
2014-06-04,360,69720
2014-06-04,30,74000
2014-06-04,360,58100
2014-06-04,30,47000
2014-06-04,30,210000
2014-06-03,360,139440
2014-06-02,360,49120
2014-06-02,360,49120
2014-05-30,360,36840
2014-05-28,360,61400
2014-05-31,30,30000
2014-05-30,360,49120
2014-05-30,30,105000
2014-05-29,360,36840
2014-05-28,360,49120
2014-05-29,30,80000
2014-05-28,360,36840
2014-05-28,360,116200
2014-05-28,360,36840
2014-05-26,360,49120
2014-05-27,360,23600
2014-05-27,360,36840
2014-05-26,360,36120
2014-05-27,30,30000
2014-05-26,360,35400
2014-05-26,360,47200
2014-05-26,360,35400
2014-05-26,360,49120
2014-05-26,30,157000
2014-05-26,360,23600
2014-05-25,360,47200
2014-05-26,360,45760
2014-05-26,360,35400
2014-05-24,360,58100
2014-05-26,360,116200
2014-05-24,360,36840
2014-05-24,360,49120
2014-05-24,360,35400
2014-05-24,360,36840
2014-05-23,360,47200
2014-05-23,360,35400
2014-05-24,360,58100
2014-05-23,360,49120
2014-05-24,30,33000
2014-05-24,30,30000
2014-05-24,30,30000
2014-05-23,360,127820
2014-05-23,30,77000
2014-05-23,360,116200
2014-05-23,30,80000
2014-05-23,30,95000
